Codigo,Unidade
2752700,SANTA CASA DE MISERICORDIA DO PARA
2752743,FGH
2752808,HOSPITAL EVANGELICO DE PERNAMBUCO
2753278,HOSPITAL E MATERNIDADE MUNICIPAL DE SAO JOSE DOS PINHAIS
2753332,HOSPITAL MATERNIDADE ALTO MARACANA
2753545,CASA DE SAUDE E MATERNIDADE SANTA CATARINA
2753766,HOSPITAL DE CLINICAS SANTA TEREZA
2753774,HOSPITAL E MATERNIDADE MUNICIPAL SEITUGU HIRATA
2753782,HOSPITAL E MATERNIDADE N SRA DAS GRACAS
2753812,HOSPITAL MUNICIPAL CRUZEIRO DO SUL
2753847,HOSPITAL MUNICIPAL DE ITAUNA DO SUL
2753863,HOSPITAL MUNICIPAL DE SANTO ANTONIO DO CAIUA
2753871,HOSPITAL MUNICIPAL EMILIA FRANCISCA DE SOUZA
2753898,HOSPITAL MUNICIPAL ESPIRITO SANTO
2753901,HOSPITAL MUNICIPAL JOAO ALEXANDRE
2753928,HOSPITAL MUNICIPAL LEONOR CALEGARI BOVIS
2753936,HOSPITAL MUNICIPAL N SRA APARECIDA
2753952,HOSPITAL MUNICIPAL N SRA DOS NAVEGANTES
2753960,HOSPITAL MUNICIPAL SETEMBRINO ZAGO
2754738,SANTA CASA DE PARANAVAI
2754843,HOSPITAL SANTO AMARO
2754878,AMBULATORIO DE ESPECIALIDADES DR ANTONIO TEDESCO
2755092,SANTA CASA DE PINDAMONHANGABA
2755130,HOSPITAL DOMINGOS LEONARDO CERAVOLO PRESIDENTE PRUDENTE
2755149,HOSPITAL REGIONAL DE PARAISO DR ALFREDO O BARROS
2755157,HOSPITAL E MATERNIDADE D REGINA S CAMPOS DE PALMAS
2755165,HOSPITAL DOM ORIONE DE ARAGUAINA
2755246,HOSPITAL OSWALDO CRUZ
2755289,UNIDADE DE PRONTO ATENDIMENTO NORTE
2755483,CLINICA DOM RODRIGO LTDA
2756676,HOSPITAL SAO CAMILO
2756749,HOSPITAL MUNICIPAL SAO JUDAS TADEU
2756951,HOSPITAL NOSSA SENHORA AUXILIADORA
2756978,HOSPITAL CASSEMS UNIDADE DE TRES LAGOAS
2757214,HOSPITAL DR AFONSO RODRIGUES
2757664,HOSPITAL DISTRITAL DE TAPEROA
2757672,HOSPITAL GERAL ANA VIRGINIA
2757702,HOSPITAL MUNICIPAL JOSE GOMES DE ANDRADE
2757710,HOSPITAL REGIONAL DE PICUI
2757966,UNIDADE DE SAUDE DA FAMILIA PSF
2758083,HOSPITAL DO CORACAO DE LONDRINA
2758164,HOSPITAL SAO JOSE
2758245,SANTA CASA DE LINS
2759292,POLICLINICA CENTRAL DR ANTONIO CARLOS PIANTINO
2759381,POLICLINICA MUNICIPAL DR ANTONIO FIGUEIREDO
2760436,INSTITUTO SAO VICENTE DE PAULO
2760673,HOSPITAL SAO VICENTE DE PAULO
2760681,HOSPITAL SAO VICENTE DE PAULO
2760703,HOSPITAL SAO VICENTE DE PAULO DE UBA
2760797,HOSPITAL SANTA HELENA
2760819,HOSPITAL SANTA RITA DE CASSIA
2760827,HOSPITAL SAO FRANCISCO DE ASSIS
2760843,HOSPITAL SAO JOAO BATISTA
2760851,HOSPITAL SAO JOAO DE DEUS
2760886,HOSPITAL SAO JOSE DE BICAS
2760908,HOSPITAL ITAU
2760916,HOSPITAL JOAO PAULO II
2760924,HOSPITAL MUNICIPAL DR JOAQUIM BROCHADO
2760940,HOSPITAL MUNICIPAL DE FRANCISCO SA
2760967,HOSPITAL MUNICIPAL DE PRATAPOLIS
2760975,HOSPITAL MUNICIPAL NOSSA SENHORA DO PATROCINIO
2761009,HOSPITAL NOSSA SENHORA DA PIEDADE
2761017,HOSPITAL NOSSA SENHORA DO CARMO
2761041,HOSPITAL REGIONAL DO SUL DE MINAS
2761068,HOSPITAL RENASCENTISTA
2761092,HOSPITAL BOM PASTOR
2761106,HOSPITAL CONEGO MONTE RASO
2761114,SANTA CASA DE ALPINOPOLIS
2761130,HOSPITAL DE ALAGOA
2761149,HOSPITAL DE CARMO DE MINAS
2761165,HOSPITAL DE CRISTINA
2761173,HOSPITAL DE ILICINEA
2761181,HOSPITAL DE MONSENHOR PAULO
2761203,HOSPITAL DE NOSSA SENHORA DA SAUDE
2761254,HOSPITAL DR CANDIDO JUNQUEIRA
2761319,HOSPITAL HUMANITAS UNIMED
2762544,HOSPITAL MUNICIPAL DE ALEXANIA
2764253,CENTRO DE SAUDE DE BOM JESUS DO GALHO
2764512,POLICLINICA PAULO HIPOLITO CARVALHO DE SOUZA
2764776,CASA DE CARIDADE DE CARANGOLA
2764784,CASA DE CARIDADE DE ITAMONTE
2764792,CASA DE CARIDADE DE ITANHANDU
2764806,CASA DE CARIDADE DE PASSA QUATRO
2764814,CASA DE CARIDADE DE SAO LOURENCO
2764822,CASA DE CARIDADE SANTO ANTONIO
2764830,HOSPITAL CASA DE CARIDADE SAO VICENTE DE PAULA
2764849,CASA DE SAUDE E MATERNIDADE SANTA MONICA
2764865,HOSPITAL SAO JANUARIO
2765640,HOSPITAL REGIONAL DE GUARAI
2765659,HOSPITAL REGIONAL DE MIRACEMA
2765667,HOSPITAL MUNICIPAL DE COLINAS
2765934,HOSPITAL DE CLINICAS DE SAO SEBASTIAO
2765942,HOSPITAL SANTA LUCINDA SOROCABA
2766000,UBS MAR PAULISTA
2766108,PRONTO SOCORRO CENTRAL
2766116,PRONTO ATENDIMENTO DE BOICUCANGA
2766167,HOSPITAL E MATERNIDADE SAO VICENTE DE PAULO RIO DAS PEDRAS
2767384,HOSPITAL MUNICIPAL ARLETE DAISY CICHETTI DE BRITO
2767953,HOSPITAL SAO LUCAS LUCAS DO RIO VERDE
2769565,UNIDADE AMBULATORIAL SANTOS DANGONI
2769603,HOSPITAL NOSSO SENHOR DO BONFIM SILVANIA
2769875,HOSPITAL MUNICIPAL DOUGLAS FAUSTINO MACHADO
2770326,HOSPITAL SAO CAMILO ARACRUZ
2770512,HOSPITAL MUNICIPAL DOM ANTONIO MONTEIRO
2771268,HOSPITAL GERAL DE BOA VISTA DO TUPIM
2771276,HPP DR JOAO CUPERTINO DA SILVA
2771292,UNIDADE MISTA HOSPITALAR MARIA DOS SANTOS ALMEIDA
2771306,UNIDADE MISTA JOSELITA DA SILVA LOBO
2772280,HOSPITAL CALIXTO MIDLEJ FILHO
2772299,HOSPITAL MUNICIPAL SANTA INES
2772310,SANTA CASA DE PIRACICABA
2772329,HOSPITAL MUNICIPAL DE LIMOEIRO DO AJURU
2772337,C S DE ESPIGAO ALTO DO IGUACU
2772671,HOSPITAL MUNICIPAL DR VALDIR CALVACANTI MEDRADO
2772949,DIRETORIA REGIONAL DE SAUDE NORTE
2773228,UBS VILA PILAR
2773333,SANTA CASA DE GUARAREMA
2774135,CENTRO DE SAUDE DE COLORADO
2774216,HOSP MUN E REG SAGRADO CORACAO DE JESUS NOVA ESPERANCA
2774291,N I S II NOVA ESPERANCA
2774682,CENTRO DE SAUDE II SANTA RITA DO PASSA QUATRO
2774720,HOSPITAL DE AGUDOS
2775913,SANTA CASA DE MIS SAO GONCALO DO SAPUCAI
2775921,SANTA CASA DA CAMPANHA
2775956,SANTA CASA DE ANDRADAS
2775964,HOSPITAL MUNICIPAL DE NOVA PONTE
2775972,SANTA CASA DE MISERICORDIA DE BOA ESPERANCA
2775980,SANTA CASA DE MISERICORDIA DE JACUTINGA
2775999,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS
2776006,SANTA CASA DE MISERICORDIA DE PIUMHI
2776014,SANTA CASA DE MISERICORDIA SAO VICENTE DE PAULO
2776022,SANTA CASA DE MONTE ALEGRE DE MINAS
2776030,SANTA CASA DE NEPOMUCENO
2776073,SAUDE PARA TODOS SAO JOAO DA MATA
2776677,SECRETARIA MUNICIPAL DE SAUDE
2776804,SECRETARIA MUNICIPAL DE SAUDE DE SILVIANOPOLIS
2777347,UNIDADE DE PRONTO ATENDIMENTO DR ALFREDO SABINO DE FREITAS
2777460,HOSPITAL SANTO AMARO
2777649,HOSP REG SEN CANDIDO FERRAZ
2777746,HOSP REG CHAGAS RODRIGUES
2777754,HOSP REG DE CAMPO MAIOR
2777762,HOSP REG DEOLINDO COUTO
2777770,H R DR JOAO PACHECO CAVALCANTE
2777789,HOSP REG EUSTAQUIO PORTELA
2778718,HPS
2778831,HOSPITAL NOSSA SENHORA DA IMACULADA CONCEICAO
2778858,HOSPITAL SAO SEBASTIAO
2779943,CENTRO DE SAUDE WALTER LAMONICA DOS SANTOS
2780038,CENTRO DE SAUDE TUPASSI
2781700,HOSPITAL MUNICIPAL DE ALTONIA
2781751,HOSPITAL JESUITAS
2781816,HOSPITAL NOSSA SENHORA DA SAUDE
2781832,HOSPITAL MUNICIPAL SAO JOSE DE PAICANDU
2781859,HOSPITAL UNIVERSITARIO REGIONAL DO NORTE DO PARANA
2783142,UNIDADE BASICA DE SAUDE JORGE PEREIRA DE SOUZA
2783541,CENTRO DE SAUDE DE MERCEDES
2783606,CENTRO SOCIAL URBANO DE SANTO ANTONIO DA PLATINA
2783789,SANTA CASA DE IRATI
2783800,SANTA CASA MISERICORDIA DE JACAREZINHO
2783991,CENTRO DE SAUDE
2784351,CENTRO DE SAUDE DE WENCESLAU BRAZ
2784602,HOSPITAL AUGUSTO DE OLIVEIRA CAMARGO
2784750,HOSPITAL MOGIANO
2784874,MOGI MATER HOSPITAL E MATERNIDADE
2784882,HOSPITAL IPIRANGA DE MOGI DAS CRUZES
2785188,UNIDADE MISTA DE SAUDE DE TABOAO DA SERRA
2785293,UNIDADE DE PRONTO ATENDIMENTO MUNICIPAL DR LUIZ CARDINALLI
2785315,CENTRO DE SAUDE DR MARIO DIAS DE AGUIAR
2785382,SANTA CASA DE PIRASSUNUNGA
2785722,HOSPITAL MUNICIPAL DE MANHUACU
2785900,HOSPITAL GERAL DR WALDEMAR ALCANTARA
2785927,PRONTOCARDIO PRONTO ATENDIMENTO CARDIOLOGICO
2786095,HOSPITAL REGIONAL DE DIANOPOLIS
2786109,HOSPITAL REGIONAL DE GURUPI
2786117,HOSPITAL GERAL DE PALMAS DR FRANCISCO AYRES
2786125,HOSPITAL REGIONAL DE PORTO NACIONAL
2786281,SECRETARIA MUNICIPAL DE SAUDE DE RESTINGA SECA
2786338,SECAO PRONTO SOCORRO DA ZONA NOROESTE SEPROS ZNO
2786435,HCSVP HOSPITAL SAO VICENTE
2786605,CECCO GUARAPIRANGA
2786680,HOSP MUN FERNANDO MAURO PIRES DA ROCHA
2787253,AMA UBS JARDIM CASTRO ALVES DRA MARIA CRISTINA F
2787474,UBS JARDIM ICARAI QUINTANA
2787601,AMA UBS JD MIRIAM MANOEL SOARES DE OLIVEIRA
2787873,AMA UBS INTEGRADA JD SANTO ANDRE
2788195,AMA UBS INTEGRADA PARI
2788225,AMA UBS INTEGRADA PERUS
2788292,AMA UBS PQ DOROTEIA
2788322,AMA UBS PARQUE FERNANDA
2789280,UBS VARGEM GRANDE
2789345,PRONTO SOCORRO DE VICENTE DE CARVALHO GUARUJA
2789353,PRONTO SOCORRO PROF DR MATHEUS SANTAMARIA GUARUJA
2789590,HOSPITAL E MATERNIDADE BRASIL
2789647,HOSPITAL MUNICIPAL MODESTO DE CARVALHO
2790092,CENTRO DE SAUDE II DR JACOB CASSEB
2790157,CENTRO DE SAUDE II DE BARIRI
2790165,CENTRO DE SAUDE II BARRA BONITA
2790203,UBS DR JOAQUIM CORTEGOSO
2790556,HOSPITAL DE BASE DE BAURU
2790564,HOSPITAL DE REABILITACAO DE ANOMALIAS CRANIOFACIAIS BAURU
2790580,MATERNIDADE SANTA ISABEL
2790602,HOSPITAL ESTADUAL BAURU
2790610,HOSPITAL GERAL PREFEITO MIGUEL MARTIN GUALDA DE PROMISSAO
2790637,HOSPITAL SANTA LUZIA DUARTINA
2790661,HOSPITAL UNIMED DE BAURU
2791668,SANTA CASA DE AREALVA
2791676,SANTA CASA DE BARIRI
2791684,SANTA CASA DE CAFELANDIA
2791692,SANTA CASA DE DOIS CORREGOS
2791706,SANTA CASA DE GETULINA
2791714,SANTA CASA DE IACANGA
2791722,SANTA CASA DE JAU
2791730,SANTA CASA DE MISERICORDIA DE BOCAINA
2791749,SANTA CASA DE PEDERNEIRAS
2791757,SANTA CASA DE PIRATININGA
2792141,HOSPITAL REGIONAL DE COTIA
2792168,HOSPITAL GERAL DE CARAPICUIBA
2792176,HOSPITAL GERAL DE ITAPECERICA DA SERRA
2792346,UPA PIRACICAMIRIM DR FORTUNATO LOSSO NETO PIRACICABA
2792451,HOSPITAL REGIONAL DE ARRAIAS
2792478,HOSPITAL E MATERNIDADE CRISTO REI PALMAS
2792583,CENTRAL MUNICIPAL SALA DE VACINA
2792591,CENTRO DE SAUDE III DE LAGOINHA
2792923,CENTRO DE SAUDE PALMEIRA DAS MISSOES
2792974,HOSPITAL REGIONAL DO VALE DO RIO PARDO
2793008,HOSPITAL TRAMANDAI
2793237,ASSOCIACAO HOSPITALAR MANOEL FRANCISCO GUERREIRO
2793466,HOSPITAL ALVORADA JACAREI
2793512,UNIDADE MISTA DE SAUDE DE DUMONT
2793636,HOSPITAL MUNICIPAL DE CONFRESA
2793903,HOSPITAL MUNICIPAL DE MARACANA
2794136,HOSPITAL GERAL DE CAMBUQUIRA
2794144,HOSPITAL SAO VICENTE DE PAULO
2794152,HEMOCENTRO REGIONAL DE IGUATU
2794667,C E M DR JORGE PEREIRA DIAS DA SILVA
2795299,HOSPITAL SAO JOAO DO PARAISO
2795604,HOSPITAL E MATERNIDADE DOIS PINHEIROS
2795655,HOSPITAL REGIONAL DE SORRISO
2795671,HOSPITAL SANTO ANTONIO
2796112,HOSPITAL SAO FRANCISCO
2796341,HOSPITAL E MATERNIDADE SAO FRANCISCO DE ASSIS
2796376,HOSPITAL SAO VICENTE DE PAULA
2796384,HOSPITAL SAO VICENTE DE PAULA
2796392,IRMANDADE DA SANTA CASA DE CARIDADE DE MACHADO
2796430,SANTA CASA DE CARIDADE DE GUARANESIA
2796449,SANTA CASA DE MISERICORDIA DE GUAXUPE
2796473,HOSPITAL SAO LUCAS
2796562,HOSPITAL DE SANTOS DUMONT
2796589,HOSPITAL MUNICIPAL BOM JARDIM MINAS
2796767,SANTA CASA DE MISERICORDIA DE ANDRELANDIA
2796775,SANTA CASA DE MISERICORDIA DE MAR DE ESPANHA
2796791,SANTA CASA MISERIOCORDIA DE RIO PRETO
2797364,HOSPITAL MUNICIPAL DR GILBERTO PEREIRA MIRANDA
2797496,HOSPITAL MUNICIPAL DR ARTHUR RAUSCH
2797542,UNIDADE MISTA DE SAUDE DR JARBAS DE SOUZA
2797844,HOSPITAL SANTA HELENA SAO JOSE DO RIO PRETO
2798220,PLENA SAUDE
2798239,HOSPITAL SAO JOSE ITIRAPINA
2798298,SANTA CASA DE MISERICORDIA DE SAO JOSE DO RIO PRETO
2798484,HOSPITAL REGIONAL ADAMASTOR TEIXEIRA DE OLIVEIRA
2798662,HGNI
2798727,POLICLINICA
2799103,HPP DR PEDRO AMERICO DE BRITO
2799154,PRONTO ATENDIMENTO DO CENTRO
2799286,HOSPITAL MATERNIDADE LUIZ ARGOLO
2799308,CRUZ VERMELHA BRASILEIRA RJ BARRA DO PIRAI
2799324,SMS DE CLEVELANDIA
2799731,HOSPITAL ANGELO MARTINS
2799758,HOSPITAL GERAL CLERISTON ANDRADE
2799782,HOSPITAL MUNICIPAL RIBEIRO CRUZ
2799790,HOSPITAL GERAL SANTA TEREZA
2799820,HOSPITAL NOSSA SENHORA DE LOURDES
2799839,HOSPITAL SAO FRANCISCO
2799847,HOSPITAL SANTA MARIA
2799855,HOSPITAL SUSY ZANFRETTA
2800527,HOSPITAL MUNICIPAL FREI SILVERIO
2800950,HOSPITAL DR PERCILIO ALVES DE OLIVEIRA
2801051,PRONTO SOCORRO CENTRAL DE DIADEMA
2801558,HOSPITAL MUNICIPAL ANTONIO JOAQUIM LOPES
2801566,HOSPITAL MUNICIPAL DR JOSE CARDOSO DOS APOSTOLOS
2801574,HOSPITAL MUNICIPAL DR LAURO JOAQUIM DE ARAUJO
2801779,HOSPITAL UNIAO COMUNITARIA DOS MEDICOS
2801906,HOSPITAL MATERNIDADE SAO VICENTE DE PAULO
2801914,HOSPITAL MUNICIPAL DE SERRINHA
2802015,HOSPITAL E MATERNIDADE FREI RICARDO
2802023,HOSPITAL GERAL MENANDRO DE FARIA
2802074,HOSPITAL MUNICIPAL DR JOAO BORGES DE CERQUEIRA
2802082,HOSPITAL JORGE VALENTE
2802090,HOSPITAL REGIONAL DEPUTADO LUIS EDUARDO MAGALHAES
2802104,HOSPITAL SANTO ANTONIO
2802112,HOSPITAL SAO JOSE MATERNIDADE SANTA HELENA
2802252,HOSPITAL MUNICIPAL DE JAGUAQUARA
2802473,HOSPITAL E MATERNIDADE LAURA DE VICUNA
2802511,VIGILANCIA EPIDEMIOLOGICA
2802783,HOSPITAL GETULIO VARGAS
2802996,HOSPITAL SAO CAMILO JARU
2803984,HOSPITAL SAO JUDAS TADEU
2804034,HOSPITAL GERAL DE GUANAMBI
2804042,HOSPITAL MUNICIPAL REGIS PACHECO
2804638,HOSPITAL MATERNIDADE JOSE BERNARDO DA SILVEIRA
2806215,HOSPITAL MUNICIPAL DR JOAO ELISIO DE HOLANDA
2806231,HOSPITAL SAO JOSE PASSOS
2806339,HOSP MUNICIPAL NATERCIA JUNIOR RIOS
2806681,HOSPITAL DE PEQUENO PORTE ENFERMEIRA ANA NERI
2806738,HOSPITAL DE PEQUENO PORTE FRANCISCO AMARAL DE BRITO
2807076,HOSPITAL REGIONAL DE BURITIS DR SILVANO VALERIO FIRMIANO
2807084,HOSPITAL MUNICIPAL DR JORGE ERNESTO SIMON CUELLAR
2807092,HOSPITAL SANTA MARCELINA DE RONDONIA
2808501,UNIDADE MISTA ALVORADA DO OESTE
2808544,HOSPITAL MUNICIPAL DR PEDRO GRANGEIRO XAVIER
2808552,MARIA APARECIDA MAURICIO
2808560,UNIDADE MISTA COSTA MARQUES
2808579,HOSPITAL DE PEQUENO PORTE DE CUJUBIM
2808587,HOSPITAL MUNICIPAL ANGELINA GEORGETTI
2808609,HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANTAS JARU
2808617,HOSPITAL MUNICIPAL DR ONASSIS FERREIRA DOS SANTOS
2808633,HOSPITAL MUNICIPAL ANCELMO BIANCHINI
2808668,HOSPITAL MUNICIPAL MASSAO OKAMOTO
2808676,HOSPITAL DE PEQUENO PORTE OSVALDO CRUZ
2809532,HOSPITAL GERAL UNIMED HGU
2809990,HOSPITAL DR CAMPAGNOLO
2810018,HOSPITAL BOM PASTOR
2810026,HOSPITAL E MATERNIDADE CAPRIOTTI LTDA
2810034,PRONTO ATENDIMENTO MUNICIPAL
2810069,HOSPITAL E MATERNIDADE SANTA CRUZ
2810107,HOSPITAL MUNICIPAL PADRE PALMIRO FINATO
2810123,HOSPITAL BENEFICENTE ASSISTEGUAIRA
2811626,HOSPITAL METROPOLITANO CAMPINAS
2812568,ESF AGOSTINHO CLEMENTINO PEREIRA
2812584,HOSPITAL SAO LOURENCO
2812681,PRONTO SOCORRO SANTA CRUZ DE IRACEMAPOLIS
2814048,HOSPITAL E MATERNIDADE PONTE NOVA
2814188,PERINATAL LARANJEIRAS CASA DE SAUDE LARANJEIRAS
2814218,HOSPITAL DO CANCER DE RIO VERDE
2814285,HSE HOSPITAL DO SERVIDOR
2814897,HOSPITAL REGIONAL DO GUARA I
2815214,IMESA
2815354,ESF IV MARIA QUITERIA
2815478,UVIS ITAQUERA
2815575,UVIS JABAQUARA VILA MARIANA
2815966,HOSPITAL SANTA LUCIA
2816024,CLINICA DE SAUDE DA FAMILIA CONEGO JOAO LIMA FEITOSA
2816210,HOSPITAL GOVERNADOR JOAO ALVES FILHO
2816830,HOSPITAL MUNICIPAL MARIA AMELIA SANTOS
2816873,UNIDADE DE SAUDE DR ARTHUR RAMOS 6 DS
2816881,HOSPITAL MUNICIPAL DE GUANAMBI
2818841,CENTRO DE VIGILANCIA DE RIO GRANDE
2819120,HOSPITAL E MATERNIDADE SANTA MARIA
2819147,HOSPITAL MUNICIPAL DE CANDIBA
2819279,HOSPITAL DE BOA VIAGEM
2819325,HOSPITAL GERAL SANTA EDWIGES
2819473,SERRA MAYOR
2819899,PRONTOMED ADULTO
2822202,INSTITUTO DA CRIANCA
2822318,UNIDADE DE PRONTO ATENDIMENTO 24 HORAS
2823209,HOSPITAL E PRONTO SOCORRO PORTINARI
2825260,UNIDADE DE PRONTO ATENDIMENTO MACARENKO UPA 24H
2825309,HOSPITAL MEDICAL
2825589,METROPOLITANA DE SARANDI
2825856,HOSPITAL UNIMED
2828081,GRIPARIO SANTO INACIO PIRAJA
2840499,UNIDADE DE PRONTO ATENDIMENTO UPA BRAZLANDIA
2864274,PRONTO ATENDIMENTO DA CRIANCA PAC
2866161,HOSPITAL ANNA NERY
2868628,HOSPITAL DA CRIANCA DE ALAGOAS
2875802,HOSPITAL MATER DEI S A
2882655,HOSPITAL DA ILHA
2939363,UPA DA ESPERANCA
2945622,HOSPITAL REGIONAL DA COSTA LESTE MAGID THOME
2946424,HOSPITAL DE RETAGUARDA EM NEUROLOGIA HRN
2972344,HOSPITAL GERAL UNIMED
3000362,HOSPITAL PRO INFANCIA
3000850,HOSPITAL VITA CURITIBA
3000869,HOSPITAL SANTA CRUZ
3000877,MATERNIDADE CURITIBA
3000885,HOSPITAL PILAR
3000907,HOSPITAL E MATERNIDADE SANTA BRIGIDA
3001113,HOSPITAL OTOCLINICA
3001377,HOSPITAL JOAO PAULO II
3001466,CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO
3001814,SEMEC CENTRO MEDICO HOSPITALAR AGENOR PAIVA
3002187,HOSPITAL GERAL DE GUARUS
3003043,PRONTO ATENDIMENTO INFANTIL
3003248,HOSPITAL SANTA BRANCA
3003361,HOSPITAL BENEFICENCIA PORTUGUESA DE BAURU
3003450,CSPM
3003469,HOSPITAL MUNICIPAL DE ELDORADO DO CARAJAS
3004104,MATERNIDADE AZILDA DA SILVA MARREIRO
3005011,NOROSPAR
3005402,HOSPITAL SANTA LUZIA
3005453,VIGILANCIA EPIDEMIOLOGICA
3005585,HOSPITAL XV
3005593,HOSPITAL DAS NACOES
3005879,HOSPITAL OESTE DOR
3005984,HOSPITAL ITALIANO
3005992,HOSPITAL COPA DOR
3006050,HOSPITAL AMERICAN COR
3006123,BANCO DE SANGUE DO HOSPITAL BOM JESUS
3006204,CLINICA SANTA CLARA
3006425,HOSPITAL DE MEDICINA E CIRURGIA DO PARANA
3006522,HOSPITAL MOINHOS DE VENTO
3007847,HOSPITAL MAE DE DEUS
3007898,HOSPITAL LUIZ FRANCA
3008002,HOSPITAL DE AVILA
3008045,HOSPITAL DAS CLINICAS
3008207,EPIDEMIOLOGIA LUCIANE P ESTEVES VISCONTI
3008398,CASA DE SAUDE SANTOS
3008436,HOSPITAL SANTO ANTONIO
3008568,CENTRO PEDIATRICO DA LAGOA
3008576,AMIU BOTAFOGO
3009718,PRONTO ATENDIMENTO MUNICIPAL DE ARCEBURGO
3009866,SECRETARIA MUNICIPAL DE SAUDE DE CORDEIROS
3009947,SAO CARLOS SAUDE ONCOLOGICA
3010104,HOSPITAL SAO LUCAS
3010317,CLINICA SAO ROQUE
3010902,UNIDADE MISTA HOSPITALAR DR ADELMARIO PINHEIRO
3011089,SECRETARIA MUNICIPAL DE SAUDE
3011143,SECRETARIA MUNICIPAL DE SAUDE DE PLANALTO
3012212,HU HOSPITAL UNIVERSITARIO
3012476,CASA DE SAUDE NOSSA SENHORA AUXILIADORA S A
3012778,HOSPITAL SAO MATEUS
3012840,PRONTO AT MUN MONS JOSE ROB DA SILVA CON OUROS
3012964,AMIU FREGUESIA JPA
3013014,HOSPITAL DO AMPARO
3013146,HOSPITAL DI CAMP
3013162,HOSPITAL MARIA AUXILIADORA
3013383,HOSPITAL DE CLINICAS ALAMEDA
3013588,HOSPITAL MONTE SINAI
3014207,SECRETARIA MUNICIPAL DE SAUDE DE INCONFIDENTES
3014509,HOSPITAL E MATERNIDADE DR LIMA LTDA
3014673,HOSPITAL DANIEL LIPP LTDA
3014681,HOSPITAL DE CLINICAS MARIO LIONI
3015327,IUN
3015408,UNIDADE DE EMERGENCIA DR DANIEL HOULY
3015920,HOSPITAL CIDADE PATRIMONIO
3016501,CASA DE SAUDE E MATERNIDADE SANTA MARTHA S A
3016986,HOSPITAL LUIZ EDUARDO MAGALHAES
3017230,HOSPITAL MUNICIPAL DE BURITI DE GOIAS
3018032,CASA DE SAUDE SANTA THEREZINHA S A
3018288,HOSPITAL BOM SAMARITANO DE ARTUR NOGUEIRA
3018520,HOSPITAL SAO FRANCISCO
3018903,HOSPITAL UNIMED
3019012,HOSP DE CLINICAS J HELENA
3019063,HOSPITAL ALBERT SABIN
3019527,CASA DE SAUDE NOSSA SENHORA DE FATIMA N IGUACU SA
3019608,HOSPITAL SANTA HELENA
3019624,CASA DE SAUDE GRANDE RIO LTDA
3019624,CASA DE SAUDE GRANDE RIO
3019764,HOSPITAL DE CLINICAS BANGU
3019837,LABORATORIO BENEFICENTE DE BELEM
3021114,SANTA CASA DE MISERICORDIA DE SOBRAL
3021289,CENTRO HOSPITALAR ALBERT SABIN SA
3021378,HOSPITAL DO VICENTINO
3022935,HOSPITAL BARRA DOR
3024032,PRONIL HOSPITAL DE CLINICAS ANTONIO PAULINO
3024571,HOSPITAL NILZA DE OLIVEIRA PIPINO
3024628,HOSPITAL MUNICIPAL DE CURIUVA
3024660,HOSPITAL ASSUNCAO
3025020,PRONTO SOCORRO DE FRATURAS
3027600,HOSPITAL SAO CAMILO IPIRANGA
3027805,HSANP HOSPITAL
3027813,MASTER CLIN
3028399,HOSPITAL ESTADUAL PROF CARLOS DA SILVA LACAZ FCO MORATO
3028925,HOSP DE REF SAUDE DA FAMILIA DR ANTONIO DOS S MUNIZ
3029131,HOSPITAL DO CORACAO SAMCORDIS
3030121,HOSPITAL ANCHIETA
3030296,SECRETARIA DE SAUDE DE BEZERROS
3030415,BENEFICENCIA PORTUGUESA DE PETROPOLIS
3032191,UAI MORUMBI
3034658,INSTITUTO DE ANGIOLOGIA DE GOIANIA
3034739,SECRETARIA MUNICIPAL DE SAO BENTO DO UNA
3034984,HOSPITAL QUINTA DOR
3037274,PRO MATRE PAULISTA
3037495,HOSPITAL EMEC
3038130,HOSPITAL UNIMED AMERICANA
3039420,HOSPITAL SAO CAMILO SANTANA
3039919,PA DE MONTE GORDO
3040119,HOSPITAL HELIO MONTEZANO DE OLIVEIRA
3042081,HOSPITAL SAMARITANO
3042219,CASA DE SAUDE SANTA LUCIA
3042413,INCAR
3042529,HOSPITAL POLICLIN
3043142,AMIP
3043185,HOSPITAL MUNICIPAL LUIS EDUARDO MAGALHAES
3044831,HOSPITAL POLICLIN CACAPAVA
3045625,HOSPITAL E MATERNIDADE VIDAS
3046281,CASA DE SAUDE NOSSA SENHORA DO CARMO
3046362,PRONTO CLINICA
3047091,HOSPITAL UNICLINIC
3047822,HOSPITAL SAO BERNARDO S A
3048551,HOSPITAL BRASILIA
3048675,ESMERALDAS HOSPITAL MUNICIPAL 25 DE MAIO
3048721,HOSPITAL DR BADIM
3050238,UNIDADE SAUDE DA FAMILIA SANTANA
3050270,UNIDADE SAUDE DA FAMILIA SANTA LUCIA
3051625,HOSPITAL CLINICA DO ESPORTE
3053687,HOSPITAL E MATERNIDADE GASTROCLINICA
3055426,HOSPITAL MONTE KLINIKUM
3056074,UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS
3056724,HOSPITAL UNIMED JOAO PESSOA
3057496,RRM REDE RIO DE MEDICINA
3058050,ASSIM MEDICAL TIJUCA
